elapsed_seconds,trees_count,words_per_tree,total_words,word_pattern,memory_gb,memory_delta_gb,available_memory_gb,memory_per_word_bytes,memory_pressure_percent
0.0002862999999706517,0,0,0,baseline,0.0177764892578125,0.0,6.889385223388672,0.0,0.2309597019925974
0.0006236999997781822,100,1,100,sequential,0.0177764892578125,0.0,6.889385223388672,0.0,0.2309597019925974
0.10657159999982468,600,1,600,random,0.0177764892578125,0.0,6.889514923095703,0.0,0.2309597019925974
0.3833141989998694,1600,1,1600,fibonacci,0.018047332763671875,0.000270843505859375,6.889034271240234,181.76,0.2344786159070769
0.48945049899975857,3600,1,3600,bit_pattern,0.018299102783203125,0.000522613525390625,6.889057159423828,155.87555555555556,0.2377497189825085
0.5974900989999696,8600,1,8600,prime_like,0.019054412841796875,0.001277923583984375,6.887866973876953,159.55348837209303,0.24756302820880344
0.7141967980001027,18600,1,18600,random,0.020816802978515625,0.003040313720703125,6.886432647705078,175.51139784946236,0.2704607497368249
0.8319767980001416,38600,1,38600,sequential,0.023838043212890625,0.006061553955078125,6.883308410644531,168.61512953367875,0.3097139866420045
